Brand,Type,Reg_year,Reg_month,Days_since_registration,Coe_left,Depreciation,Mileage,Road_Tax,Dereg_Value,COE,Engine_Capacity,Curb_Weight,Manufactured,Transmission,OMV,ARF,Power,Number_of_Owners,Price
Toyota,Mid-Sized Sedan,2012,7,4566,23,11570,130000,742,13550,45799,1598,1195,2012,Auto,15101,15101,90,2,20800
Mercedes-Benz,Luxury Sedan,2015,4,3565,1415,16280,72000,1202,60297,76612,1991,1655,2014,Auto,42793,46911,135,1,86800
Mini,Hatchback,2018,10,2289,2692,12300,24000,684,37050,31997,1499,1225,2018,Auto,25634,17888,75,2,99800
Honda,Suv,2016,7,3130,1853,10030,80897,682,30428,45504,1496,1190,2016,Auto,19752,9752,96,3,55800
Toyota,Mid-Sized Sedan,2008,10,5950,858,8400,139579,887,7135,15142,1496,1200,2008,Auto,14949,12079,81,5,19800
Kia,Mid-Sized Sedan,2017,10,2659,2322,9220,60155,738,39005,42902,1591,1295,2017,Auto,15569,15569,95,1,66500
Mercedes-Benz,Luxury Sedan,2014,1,4031,949,14490,148000,740,36581,74991,1595,1485,2013,Auto,29525,28335,115,3,52000
Honda,Suv,2016,4,3211,1768,10000,76177,682,29692,46009,1496,1190,2016,Auto,20350,10490,96,1,53800
Mercedes-Benz,Luxury Sedan,2014,6,3880,1104,16990,82000,740,32554,60002,1595,1430,2014,Auto,28669,22137,90,2,62500
Bmw,Suv,2015,7,3486,1468,21250,102432,2362,85012,65501,2979,2030,2014,Auto,61676,83017,225,2,128800
Bmw,Sports Car,2015,1,3666,1314,24650,58000,2362,61518,73990,2979,1470,2014,Auto,43993,53591,240,3,115888
Toyota,Mpv,2008,8,5999,2635,9240,182221,2129,25289,34991,2362,1920,2008,Auto,36199,36199,125,5,66800
Suzuki,Hatchback,2008,10,5950,858,7130,130000,884,7135,15142,1490,1060,2008,Auto,11994,11994,74,5,16800
Honda,Hatchback,2009,1,5861,945,9420,144518,889,6772,13024,1497,1115,2008,Auto,23205,23205,88,3,24500
Toyota,Mpv,2008,11,5906,2726,7990,130000,2129,24034,32121,2362,1710,2008,Auto,31627,31627,125,3,59800
Honda,Hatchback,2017,3,2868,2112,8160,26000,78,23338,33789,1317,1020,2016,Auto,14057,5000,73,1,49800
Chevrolet,Mid-Sized Sedan,2008,12,5889,918,6260,111000,814,6957,13786,1399,1115,2008,Manual,10333,922,69,2,15800
Porsche,Suv,2011,5,5013,3309,14210,124888,3654,30450,33568,3598,2105,2011,Auto,79435,79435,220,3,128888
Nissan,Hatchback,2017,10,2661,2320,7900,35800,508,33521,46778,1198,1048,2017,Auto,13758,5000,58,1,52800
Kia,Sports Car,2010,2,5454,1330,7380,205000,886,11839,16184,1591,1232,2009,Auto,15754,15754,92,3,27000
Honda,Stationwagon,2018,6,2422,2561,9420,20000,682,35698,38830,1496,1130,2018,Auto,20887,11242,97,1,71800
Lexus,Luxury Sedan,2013,11,4100,880,16010,116000,1792,43509,80000,2494,1615,2013,Auto,35305,41427,135,1,59500
Volkswagen,Luxury Sedan,2014,5,3919,1060,16390,96000,1194,47126,75010,1984,1535,2014,Auto,35736,42031,155,2,68888
Porsche,Sports Car,2020,1,1834,3145,37680,14900,2380,158595,38602,2995,1815,2019,Auto,108348,167027,243,1,408800
Hyundai,Mid-Sized Sedan,2018,10,2302,2679,8400,46000,738,30304,28457,1591,1345,2018,Auto,12515,12515,93,2,67999
Honda,Suv,2016,8,3074,1908,9840,68000,682,35672,53000,1496,1190,2016,Auto,20417,10584,96,4,56800
Bmw,Luxury Sedan,2019,8,1995,2987,16310,26800,1210,77639,52502,1998,1540,2019,Auto,43149,52409,135,1,159800
Peugeot,Hatchback,2016,12,2953,2027,8850,67000,508,36044,49751,1199,1150,2016,Auto,20820,11148,96,1,54800
Toyota,Suv,2019,11,1889,3091,13350,14000,1210,60023,39700,1998,1695,2019,Auto,30808,35132,170,1,130800
Honda,Luxury Sedan,2007,7,6407,9,9940,180000,1694,5808,26237,1998,1370,2007,Auto,19936,21930,114,4,11000
Kia,Mid-Sized Sedan,2019,11,1912,3069,8620,7660,738,33720,27000,1591,1287,2019,Auto,14651,14651,93,1,79888
Honda,Suv,2016,7,3113,1840,10510,42804,682,34166,52301,1496,1190,2015,Auto,19809,9809,96,1,58800
Honda,Mid-Sized Sedan,2019,9,1958,3023,10220,29400,742,41434,31783,1597,1237,2019,Auto,20072,20101,92,1,94800
Mercedes-Benz,Luxury Sedan,2019,8,1982,3000,15490,24177,740,64435,39406,1595,1490,2019,Auto,36204,42686,115,1,148800
Toyota,Suv,2016,9,3064,1917,12960,46407,1196,49390,55100,1986,1610,2016,Auto,28749,27249,111,2,81800
Audi,Luxury Sedan,2019,3,2133,2847,16670,46000,1194,64873,41000,1984,1535,2018,Auto,38190,45466,140,1,152988
Mitsubishi,Mid-Sized Sedan,2017,1,2934,2045,9660,100000,738,36759,48000,1590,1284,2016,Auto,13067,13067,86,1,60800
Toyota,Suv,2007,12,6252,174,8340,161000,955,6236,20997,1495,1150,2007,Auto,14166,15583,80,4,12388
Audi,Sports Car,2015,8,3439,1544,22800,39000,1194,62800,61001,1984,1530,2015,Auto,43466,52853,210,4,123000
Maserati,Suv,2019,4,2122,2857,33270,22000,2362,127163,32200,2979,2109,2019,Auto,91041,135874,257,1,328888
Mercedes-Benz,Luxury Sedan,2017,7,2744,2209,15790,73800,740,67109,55414,1595,1425,2017,Auto,37239,44135,115,1,119000
Bmw,Luxury Sedan,2017,4,2833,2146,20910,78000,1210,77893,54405,1998,1540,2017,Auto,49363,61109,185,2,153800
Toyota,Mpv,2007,12,6264,2364,8460,136889,2293,32547,50168,2362,1750,2007,Auto,28508,31359,125,1,54888
Nissan,Hatchback,2020,1,1826,3153,7900,13318,508,34319,35320,1198,1048,2019,Auto,13694,5000,58,1,70888
Volkswagen,Hatchback,2010,6,5342,1468,8400,122000,682,13231,16438,1390,1129,2010,Auto,15050,15050,63,4,33800
Mercedes-Benz,Luxury Sedan,2018,4,2470,2509,15010,85000,740,57976,37605,1595,1425,2017,Auto,36252,42753,115,1,124800
Toyota,Mpv,2016,6,3156,1827,11750,38200,976,40512,51010,1798,1360,2016,Auto,19953,19953,105,1,68800
Mazda,Suv,2018,9,2313,2668,9450,27000,1210,36638,32429,1998,1290,2018,Auto,17198,17198,115,1,77800
Opel,Suv,2019,12,1857,3123,9900,12000,508,55249,33009,1199,1295,2018,Auto,31391,35948,96,1,102800
Peugeot,Stationwagon,2017,4,2848,2131,8940,71000,508,37042,51765,1199,1190,2016,Auto,18998,8998,96,1,56800
Mercedes-Benz,Suv,2020,11,1544,3435,53910,12000,3922,212472,39500,3982,2560,2020,Auto,149856,241741,430,1,628988
Hyundai,Hatchback,2009,2,5818,987,8390,128000,959,6992,12864,1591,1314,2009,Auto,12503,12503,89,2,22800
Mazda,Mid-Sized Sedan,2018,5,2438,2541,8500,29589,682,29569,37000,1496,1102,2018,Auto,14792,5000,85,1,61800
Toyota,Luxury Sedan,2011,1,5112,3490,7000,122000,1331,38985,40714,1998,1530,2010,Auto,26382,26382,108,3,66998
Mazda,Luxury Sedan,2017,4,2857,2123,11590,57000,1786,52826,54000,2488,1515,2016,Auto,26055,28477,141,1,81800
Seat,Suv,2018,12,2246,2734,9900,27000,392,29458,28199,999,1210,2018,Auto,20759,11063,85,1,79800
Audi,Luxury Sedan,2014,10,3746,1236,20260,41000,2380,93356,72002,2995,1955,2014,Auto,74457,106023,228,1,121800
Kia,Hatchback,2012,6,4599,20,12430,126420,738,12874,52319,1591,1261,2012,Auto,13374,13374,91,4,19800
Honda,Hatchback,2017,2,2899,2079,9540,105000,684,38555,50889,1498,1046,2016,Auto,17647,12647,96,1,60800
Mitsubishi,Mid-Sized Sedan,2019,11,1911,3070,7530,31218,506,30960,32309,1193,940,2019,Auto,13960,5000,59,1,65888
Nissan,Suv,2017,1,2940,2039,11610,55000,1210,48892,53106,1997,1626,2016,Auto,23955,25537,106,2,77800
Bmw,Luxury Sedan,2015,5,3534,1446,14130,103000,742,42328,78001,1598,1405,2014,Auto,26620,19268,100,1,65800
Nissan,Suv,2017,3,2861,2119,9920,74018,508,40296,51765,1197,1285,2017,Auto,18583,13583,85,1,64500
Mitsubishi,Suv,2018,8,2359,2623,11330,81300,1210,44294,37989,1998,1480,2018,Auto,21869,22617,110,1,92800
Bmw,Mpv,2020,9,1589,3391,12280,18048,684,65947,37766,1499,1490,2020,Auto,35066,41093,80,1,134800
Volvo,Hatchback,2016,10,3031,1950,10620,68000,684,42499,51507,1498,1454,2016,Auto,23513,19919,90,1,66800
Toyota,Mpv,2008,2,6183,2448,8600,160000,2293,34005,50578,2362,1760,2007,Auto,31247,34372,125,2,57800
Porsche,Sports Car,2008,5,6116,2515,20400,85000,4189,26738,38712,3387,1395,2008,Auto,102153,102153,223,2,140888
Mercedes-Benz,Luxury Sedan,2014,7,3859,1095,16790,108500,1202,54249,65501,1991,1680,2014,Auto,46713,52399,155,2,78000
Toyota,Mpv,2018,2,2542,2436,10880,49000,976,45247,47390,1798,1355,2017,Auto,19955,19955,105,1,82800
Mazda,Suv,2020,11,1521,3458,11340,4254,1210,50965,39500,1998,1453,2020,Auto,24569,26397,121,1,120800
Chevrolet,Mpv,2017,1,2939,2040,8520,51500,604,41738,53001,1362,1650,2016,Auto,16114,16114,103,1,55800
Mitsubishi,Suv,2020,2,1806,3172,10730,17000,684,46873,30890,1499,1490,2019,Auto,24732,26625,120,1,106800
Honda,Hatchback,2019,1,2204,2775,8790,55191,578,28575,31997,1318,1052,2018,Auto,15594,5594,73,1,69800
Seat,Suv,2019,7,2010,2943,11310,25276,624,55077,39406,1395,1476,2018,Auto,27579,30611,110,1,107500
Bmw,Luxury Sedan,2016,10,3029,1952,17830,51000,1210,60157,55501,1998,1540,2016,Auto,38266,40573,135,1,115800
Bmw,Suv,2016,12,2973,2007,13930,69000,684,48160,46229,1499,1430,2016,Auto,30895,30253,100,1,91900
Mitsubishi,Suv,2017,6,2794,2185,11640,30000,1636,48194,55414,2360,1625,2017,Auto,19928,19928,123,2,79800
Kia,Suv,2019,6,2064,2915,9170,30800,392,27238,25689,998,1185,2019,Auto,18907,8907,88,1,77800
Toyota,Luxury Sedan,2011,4,5042,3589,6900,118000,1331,46603,47316,1998,1530,2011,Auto,23514,23514,108,2,68000
Mercedes-Benz,Suv,2020,9,1588,3392,13530,10130,740,56705,38504,1595,1435,2019,Auto,25600,27840,90,1,139800
Bmw,Suv,2018,7,2381,2572,20720,66000,1210,76700,32551,1998,1715,2018,Auto,55168,71303,185,1,183500
Seat,Hatchback,2017,5,2822,2157,14860,57000,1194,54794,48556,1984,1421,2016,Auto,30720,35008,213,1,105500
Honda,Sports Car,2009,5,5725,2879,13900,175000,1452,27989,35411,1998,1270,2008,Manual,32511,32511,165,4,109888
Mercedes-Benz,Suv,2019,9,1967,3014,24970,26000,2382,101036,39889,2996,1855,2018,Auto,67080,92744,270,1,252800
Mitsubishi,Mid-Sized Sedan,2016,5,3187,1792,7170,29339,70,17285,28000,1193,940,2016,Auto,13737,5000,57,1,37800
Honda,Mid-Sized Sedan,2018,7,2378,2575,10030,39569,742,39748,34110,1597,1249,2018,Auto,20367,20514,92,2,81888
Toyota,Suv,2017,5,2806,2173,12750,37000,1196,56210,55414,1986,1610,2016,Auto,31327,30858,111,1,91500
Bmw,Sports Car,2012,4,4677,3640,16610,82000,3948,49662,49716,3999,1600,2011,Auto,86975,86975,309,6,165888
Mercedes-Benz,Suv,2019,6,2053,2930,21180,20000,1202,87405,34381,1991,1760,2018,Auto,59842,79716,155,1,210000
Volkswagen,Sports Car,2012,11,4458,158,14370,60000,620,25526,77201,1390,1285,2012,Auto,26183,26183,118,1,33800
Bmw,Luxury Sedan,2013,12,4058,923,14660,103008,1210,46090,75700,1997,1420,2013,Auto,41292,44809,135,2,59600
Kia,Hatchback,2010,1,5494,1300,6660,93720,530,11424,15988,1086,872,2009,Auto,8478,8478,47,3,23800
Skoda,Suv,2018,11,2266,2714,14860,41339,1194,52005,31307,1984,1933,2018,Auto,33031,38244,132,2,129800
Mini,Hatchback,2009,3,5783,2849,6620,143000,965,19958,25525,1598,1105,2008,Auto,28024,28024,88,2,51800
Audi,Luxury Sedan,2017,11,2640,2340,13860,69000,624,52971,49996,1395,1450,2017,Auto,32727,27818,110,1,102888
Toyota,Mpv,2008,1,6222,205,12100,194204,2293,8140,25925,2362,1770,2007,Auto,28786,31665,125,5,18998
Nissan,Suv,2015,10,3387,1595,10930,87000,508,34383,57089,1197,1285,2015,Auto,18413,13413,85,1,54550
Lexus,Luxury Sedan,2019,7,2018,2935,16420,42893,1784,73235,35906,2487,1620,2019,Auto,47664,58730,152,1,162800
Honda,Hatchback,2019,11,1903,3077,7950,34108,578,29526,30000,1317,1030,2019,Auto,15592,5592,73,1,69888
Mercedes-Benz,Luxury Sedan,2019,9,1953,3028,19110,22259,1202,90310,40001,1991,1640,2019,Auto,57838,76109,145,1,196800
Mazda,Mid-Sized Sedan,2010,8,5269,3365,5940,170000,816,29703,32190,1598,1275,2010,Auto,19342,19342,77,3,54800
Lexus,Sports Car,2015,5,3549,1431,37970,54950,5466,122091,77600,4969,1860,2015,Auto,93813,140864,351,3,219800
Bmw,Luxury Sedan,2010,12,5173,3459,8420,160834,1976,37975,40014,2497,1650,2010,Auto,39742,39742,150,1,79888
Bmw,Mpv,2020,12,1491,3488,11910,5600,684,62802,35990,1499,1490,2020,Auto,32724,37814,80,1,132888
Volkswagen,Sports Car,2007,9,6332,2302,9660,118000,3755,31800,50355,3189,1617,2007,Auto,39828,43811,184,3,61000
Lexus,Luxury Sedan,2009,8,5643,2991,7530,110339,2160,32758,39936,2500,1625,2009,Auto,38495,38495,153,5,61800
Nissan,Luxury Sedan,2015,10,3407,1575,10810,74095,1210,44254,60001,1997,1470,2015,Auto,24401,26162,100,1,59800
Land Rover,Suv,2017,12,2590,2390,26980,15400,2380,117762,53711,2995,2223,2017,Auto,76691,110044,250,2,232000
Volkswagen,Mpv,2013,7,4200,754,11620,51000,620,28892,73989,1390,1536,2012,Auto,24761,21666,103,1,35800
Toyota,Mpv,2015,5,3555,1425,14670,115000,1638,48140,68668,2362,1740,2015,Auto,29052,32673,125,1,73800
Volkswagen,Hatchback,2012,7,4570,19,21330,100300,508,18446,68656,1197,1222,2012,Auto,19379,19379,77,1,33888
Subaru,Suv,2017,12,2606,2374,12400,77400,1210,49661,57390,1998,1682,2017,Auto,16361,16361,177,2,89000
Mercedes-Benz,Suv,2019,11,1897,3083,13290,13728,740,50425,32309,1595,1435,2019,Auto,27705,30787,90,1,127800
Honda,Stationwagon,2016,3,3255,1723,10460,60089,682,24936,43000,1496,1130,2015,Auto,16524,6524,97,2,52800
Toyota,Mpv,2019,9,1952,3029,18470,24000,1792,83847,37000,2493,2030,2019,Auto,54890,70802,134,1,188888
Bmw,Luxury Sedan,2014,10,3758,1224,14550,59876,742,42335,72180,1598,1405,2014,Auto,32715,27801,100,2,62800
Bmw,Luxury Sedan,2016,12,2981,1999,23820,128000,1210,107188,55201,1998,1720,2016,Auto,72535,102563,190,1,182000
Bmw,Luxury Sedan,2010,10,5206,3427,11040,72992,2620,35923,38216,2996,1855,2010,Auto,72125,72125,190,2,103800
Nissan,Hatchback,2017,11,2638,2342,8380,38000,508,30499,41617,1198,1048,2017,Auto,13758,5000,58,1,56388
Toyota,Mid-Sized Sedan,2008,1,6218,174,7950,125000,958,6236,20997,1497,1095,2007,Auto,12498,13748,80,5,11800
Ford,Hatchback,2017,1,2932,2047,8690,42500,392,38849,50101,999,1327,2016,Auto,19244,14244,92,1,56000
Honda,Mid-Sized Sedan,2017,2,2906,2072,10930,63500,742,44383,50101,1597,1249,2016,Auto,20818,21146,92,3,72800
Mercedes-Benz,Luxury Sedan,2010,12,5144,3488,7710,110000,1071,38963,40714,1796,1505,2010,Auto,44126,44126,135,4,73800
Mitsubishi,Suv,2017,7,2763,2190,12220,80000,1636,45667,50110,2360,1625,2017,Auto,20167,20234,123,2,84500
Mercedes-Benz,Luxury Sedan,2017,8,2711,2271,15810,69000,740,64115,49802,1595,1425,2017,Auto,37239,44135,115,1,120500
Honda,Mid-Sized Sedan,2019,1,2207,2772,9970,60100,742,33935,25000,1597,1249,2018,Auto,19877,19877,92,1,85800
Hyundai,Mid-Sized Sedan,2019,7,2029,2924,8460,36573,738,34180,28589,1591,1345,2019,Auto,14703,14703,93,1,75888
Porsche,Sports Car,2010,3,5445,3185,14840,73000,2712,30972,35416,2893,1440,2009,Auto,70975,70975,188,1,129800
Mercedes-Benz,Luxury Sedan,2016,12,2975,2005,15750,82000,740,56661,53001,1595,1425,2016,Auto,35465,36651,115,2,105000
Mercedes-Benz,Luxury Sedan,2011,5,4996,3609,7550,145000,742,41878,42283,1597,1500,2011,Auto,31086,31086,115,4,74800
Volkswagen,Hatchback,2009,6,5707,2879,9490,133203,744,20689,26175,1390,1241,2009,Auto,21831,21831,90,2,75000
Mini,Sports Car,2016,1,3296,1684,15930,64000,1210,43677,55089,1998,1240,2015,Auto,27967,26154,141,2,86800
Mercedes-Benz,Suv,2015,1,3680,1301,25580,83000,1202,70058,74389,1991,1585,2014,Auto,52702,66864,265,3,124888
Honda,Suv,2016,2,3282,1698,10830,67610,682,31601,54301,1496,1190,2015,Auto,18951,8951,96,1,55000
Bmw,Hatchback,2015,9,3410,1572,11610,123820,684,45338,60001,1499,1360,2015,Auto,29130,27782,100,1,63998
Volvo,Luxury Sedan,2016,12,2959,2021,10830,65000,684,47176,48000,1498,1589,2016,Auto,25281,27394,90,1,73777
Nissan,Suv,2017,3,2861,2119,9960,62703,508,39835,50789,1197,1285,2016,Auto,18725,13725,85,2,64800
Mercedes-Benz,Luxury Sedan,2014,4,3956,1025,17320,110000,740,39532,85000,1595,1430,2013,Auto,31391,25948,115,3,61800
Honda,Suv,2017,1,2931,2048,9850,58421,682,40590,49751,1496,1185,2016,Auto,21292,16809,96,1,63800
Mercedes-Benz,Luxury Sedan,2018,7,2374,2579,17820,52000,740,50569,36426,1595,1430,2018,Auto,29059,32683,90,1,143800
Ferrari,Sports Car,2013,4,4293,322,189270,32000,4728,194618,97889,4497,1485,2012,Auto,320959,320959,425,5,518800
Mercedes-Benz,Luxury Sedan,2016,9,3057,1924,15410,72508,740,56442,54447,1595,1425,2016,Auto,35663,36929,115,1,99800
Audi,Suv,2018,10,2282,2699,13580,35401,624,47319,32900,1395,1355,2018,Auto,28718,32206,110,1,116700
Toyota,Mid-Sized Sedan,2009,12,5511,1240,6700,160254,821,10412,15287,1497,1095,2009,Auto,12717,12717,80,5,22800
Toyota,Mid-Sized Sedan,2019,8,1979,3003,8490,50000,682,32302,26667,1496,1085,2019,Auto,13787,13787,79,1,76800
Mercedes-Benz,Hatchback,2015,7,3500,1484,12820,67000,740,43393,66590,1595,1425,2015,Auto,25919,23287,90,1,63800
Mercedes-Benz,Luxury Sedan,2020,10,1573,3407,14970,13000,684,60723,33000,1497,1505,2020,Auto,34175,39845,95,1,159800
Alfa Romeo,Sports Car,2015,2,3638,1341,31840,31920,910,95466,70890,1742,920,2014,Auto,77568,106623,177,3,170800
Mazda,Sports Car,2006,3,6889,1744,11480,241000,858,23725,49541,1308,1330,2005,Auto,30788,33867,154,4,55000
Mercedes-Benz,Hatchback,2014,1,4037,943,15020,62000,740,34799,85000,1595,1395,2013,Auto,28030,21242,115,2,49600
Volkswagen,Mpv,2020,8,1640,3312,13970,5300,1194,62633,35889,1984,1790,2020,Auto,34050,39670,162,1,147800
Mazda,Mid-Sized Sedan,2018,4,2469,2510,8050,84000,682,30296,38510,1496,1102,2018,Auto,14560,5000,85,2,58000
Honda,Stationwagon,2016,10,3033,1948,10120,75000,682,35319,53000,1496,1130,2016,Auto,19319,9319,97,1,58777
Bmw,Sports Car,2010,10,5217,3370,7990,88000,1976,30416,32914,2497,1460,2010,Auto,42771,42771,160,4,73800
Volkswagen,Hatchback,2020,9,1583,3397,9870,12760,624,50789,38504,1395,1270,2020,Auto,19882,19882,92,1,101888
Nissan,Suv,2017,6,2779,2204,10600,57000,508,37494,45201,1197,1285,2017,Auto,18583,13583,85,2,70800
Toyota,Mpv,2015,5,3547,1433,13160,73800,1638,59124,77600,2362,1775,2015,Auto,37090,43926,125,3,73800
Hyundai,Mid-Sized Sedan,2019,8,2008,2945,8030,29000,738,31195,26667,1591,1345,2019,Auto,12593,12593,93,2,71800
Porsche,Sports Car,2012,2,4737,243,313020,71688,3638,77472,75889,3800,1490,2011,Auto,144631,144631,294,6,285000
Honda,Mid-Sized Sedan,2019,8,1993,2989,9730,21000,742,36948,26667,1597,1237,2019,Auto,20084,20118,92,1,89800
Toyota,Mpv,2017,1,2926,2053,10710,97000,974,43994,53001,1797,1350,2016,Auto,18870,18870,105,1,69800
Volkswagen,Hatchback,2010,9,5242,1566,8790,115000,682,14246,16570,1390,1129,2010,Auto,15049,15049,63,3,37800
Mercedes-Benz,Luxury Sedan,2019,3,2137,2843,14190,23000,740,44622,26170,1595,1430,2018,Auto,28763,32269,90,1,126888
Toyota,Mpv,2013,9,4143,839,16380,133000,1638,44124,76607,2362,1920,2013,Auto,37229,44121,125,2,59800
Honda,Hatchback,2017,2,2893,2085,8950,82000,684,38947,50889,1498,1046,2016,Auto,18058,13058,96,1,57800
Mitsubishi,Suv,2016,1,3303,1677,11340,103705,1636,42339,60000,2360,1530,2015,Auto,20787,21102,123,2,62800
Toyota,Mid-Sized Sedan,2019,12,1877,3103,10410,18021,682,36333,30009,1496,1140,2019,Auto,23124,14374,73,1,95800
Audi,Suv,2015,12,3317,1664,26320,15000,2380,96820,60000,2995,2105,2015,Auto,70699,99259,245,2,169900
Mazda,Mpv,2016,4,3197,1782,10250,60888,1210,37732,49602,1998,1535,2016,Auto,19211,19211,111,1,59800
Perodua,Hatchback,2007,11,6287,156,6890,94000,546,6029,20997,989,806,2007,Auto,5588,5987,40,3,9888
Honda,Mpv,2007,12,6256,187,8550,237000,1369,7884,25925,1799,1370,2007,Auto,20377,22415,103,5,13000
Mercedes-Benz,Luxury Sedan,2017,1,2934,2045,27430,48900,2382,132113,56410,2996,1940,2016,Auto,89948,133907,200,1,221000
Bmw,Sports Car,2016,12,2969,2011,22050,24000,1210,74487,54901,1998,1735,2016,Auto,48809,60333,185,3,151888
Mitsubishi,Suv,2020,2,1801,3177,10720,20902,684,46915,30890,1499,1490,2019,Auto,24732,26625,120,1,106800
Bmw,Sports Car,2010,12,5153,3479,7520,140000,1329,38862,40714,1995,1390,2010,Auto,35179,35179,115,3,71788
Land Rover,Suv,2018,11,2252,2728,16950,12300,1210,71010,30959,1997,1752,2018,Auto,51008,63815,177,1,158800
Audi,Sports Car,2012,9,4515,102,22430,130000,976,32390,93990,1798,1335,2012,Auto,38357,38357,118,4,48000
Subaru,Suv,2018,12,2225,2755,11920,35563,1208,36399,31809,1995,1591,2018,Auto,17326,17326,115,1,98800
Honda,Mid-Sized Sedan,2018,3,2511,2469,10500,18000,742,39395,36296,1597,1249,2018,Auto,19724,19724,92,2,81000
Toyota,Mpv,2020,1,1840,3139,19160,30000,1792,76573,37109,2494,2045,2019,Auto,48189,59465,134,1,194800
Mitsubishi,Mid-Sized Sedan,2015,11,3360,1621,9620,89000,738,33292,56001,1590,1289,2015,Auto,11943,11943,86,2,48800
Bmw,Sports Car,2015,5,3540,1440,22230,68000,2362,59177,79500,2979,1470,2014,Auto,36826,43557,240,2,109800
Nissan,Hatchback,2015,11,3355,1626,8800,47800,508,29937,59200,1198,1081,2015,Auto,13923,5000,72,1,41800
Honda,Mpv,2015,8,3452,1531,13900,67000,1630,45976,60789,2356,1855,2015,Auto,26576,29207,129,1,72999
Toyota,Mid-Sized Sedan,2015,10,3397,1585,10000,97998,742,37815,55399,1598,1205,2015,Auto,19589,19589,90,3,53300
Mclaren,Sports Car,2013,12,4048,933,89440,21000,3634,282673,83000,3798,1514,2013,Auto,258483,437270,460,2,448000
Audi,Luxury Sedan,2019,3,2134,2846,16010,20531,1194,62966,36961,1984,1535,2018,Auto,38186,45461,140,1,147800
Peugeot,Suv,2019,4,2101,2878,11950,52000,742,62789,43102,1598,1430,2019,Auto,33078,38310,133,1,113555
Toyota,Suv,2007,5,6462,345,12430,183000,2293,5019,26246,2362,1600,2007,Auto,27918,30710,118,3,11888
Mercedes-Benz,Suv,2018,7,2374,2579,13030,31000,740,46979,32699,1595,1435,2018,Auto,28179,31451,90,1,108900
Toyota,Mpv,2016,10,3032,1949,9290,38000,474,36488,39889,1797,1350,2016,Auto,20163,20229,105,1,59800
Bmw,Luxury Sedan,2018,2,2527,2451,13820,54500,684,56500,39903,1499,1425,2017,Auto,33947,39526,100,2,112800
Kia,Mid-Sized Sedan,2017,10,2659,2322,7230,43968,238,28148,25902,1591,1295,2017,Auto,15532,15532,95,1,53800
Maserati,Luxury Sedan,2015,5,3554,1425,32910,39000,2362,104396,79500,2979,1850,2014,Auto,78658,113585,243,1,185800
Honda,Mid-Sized Sedan,2016,3,3228,1752,9390,55000,684,30934,45000,1497,1096,2016,Auto,18264,13264,88,4,51800
Bmw,Suv,2018,9,2316,2665,20710,32000,1210,61591,32311,1998,1660,2018,Auto,41902,50663,135,1,176800
Mercedes-Benz,Suv,2019,2,2162,2816,14460,58252,740,43677,23568,1595,1435,2018,Auto,29951,33932,90,1,128800
Opel,Hatchback,2017,11,2617,2363,9170,27693,392,34094,46791,999,1188,2017,Auto,19155,5000,77,2,61999
Mercedes-Benz,Sports Car,2018,10,2301,2680,27680,15000,1202,101582,31301,1991,1780,2017,Auto,73752,104754,180,1,255888
Bmw,Sports Car,2014,3,3976,1005,20510,126000,1210,57229,82000,1997,1470,2014,Auto,50676,58217,180,1,85800
Bmw,Luxury Sedan,2014,8,3820,1163,21420,81000,1210,61615,68689,1997,1530,2014,Auto,52257,61063,180,2,98888
Mitsubishi,Mid-Sized Sedan,2009,5,5727,2904,8840,120000,1452,31542,39563,1998,1397,2009,Manual,21006,21006,114,2,70500
Mitsubishi,Suv,2017,12,2598,2382,12110,85000,1636,52318,57414,2360,1535,2017,Auto,19715,19715,123,1,89000
Honda,Hatchback,2014,11,3718,1263,10950,201000,684,26074,63880,1498,1046,2014,Auto,16000,6000,96,2,41000
