Brand,Type,Reg_year,Coe_left,Depreciation,Mileage,Dereg_Value,COE,Engine_Capacity,Curb_Weight,Manufactured,Transmission,OMV,Power,Number_of_Owners,Price
Mercedes-Benz,Luxury Sedan,2019,2905,14510,20000,53444,36704,1595,1480,2018,Auto,28735,90,1,131800
Toyota,Suv,2017,2363,13070,34000,58314,49996,1986,1610,2016,Auto,33944,111,1,101988
Kia,Suv,2019,2830,9040,31000,25615,25920,998,1185,2018,Auto,17310,88,1,73888
Volvo,Suv,2016,2012,20800,32000,82567,46229,1969,2053,2016,Auto,57802,187,1,152888
Mercedes-Benz,Suv,2017,2369,21640,56000,79564,48109,1991,1785,2017,Auto,51323,155,1,172888
Hyundai,Hatchback,2018,2575,10320,15238,33095,38501,1353,1240,2018,Auto,17883,103,1,76800
Volkswagen,Mpv,2019,2909,11780,47000,50447,41000,1395,1288,2019,Auto,23831,110,1,106800
Audi,Hatchback,2017,2346,11820,38170,38757,41761,999,1275,2017,Auto,24162,85,1,83999
Ferrari,Sports Car,2017,2250,95690,27000,393186,55414,3902,1565,2017,Auto,281467,493,2,830000
Honda,Mid-Sized Sedan,2014,1111,11760,10000,32422,61990,1598,1225,2013,Auto,20029,92,1,46800
Mazda,Mid-Sized Sedan,2018,2446,9000,87167,39544,42900,1496,1310,2017,Auto,14299,88,2,67588
Mitsubishi,Suv,2017,2368,9630,48000,49901,57414,1998,1365,2017,Auto,16787,110,1,70999
Bmw,Luxury Sedan,2020,3398,17230,17000,75214,40790,1998,1460,2019,Auto,46340,135,1,189000
Subaru,Suv,2016,1718,12610,74256,31275,38610,1998,1682,2016,Auto,18626,177,2,68888
Volkswagen,Hatchback,2017,2291,9500,71000,33819,44002,1197,1229,2016,Auto,18219,81,2,63800
Honda,Mpv,2019,2892,15060,27345,64697,48010,2356,1858,2019,Auto,31027,129,1,137300
Honda,Hatchback,2019,3099,8210,13500,31668,32000,1317,1030,2019,Auto,15940,73,1,72800
Toyota,Luxury Sedan,2008,2541,5990,157287,27014,38712,2362,1540,2008,Auto,28436,123,5,41800
Mercedes-Benz,Luxury Sedan,2016,1744,17320,53000,68770,47604,1991,1655,2015,Auto,52041,135,1,115800
Honda,Suv,2019,2940,9680,28000,31873,26999,1496,1190,2019,Auto,22487,96,1,84800
Mercedes-Benz,Luxury Sedan,2016,1854,18940,58000,77352,51010,1991,1680,2015,Auto,53339,155,1,131800
Hyundai,Mid-Sized Sedan,2019,2847,8640,85888,31498,26309,1591,1345,2019,Auto,14588,93,1,74800
Nissan,Suv,2017,2140,9720,59873,40746,52000,1197,1285,2017,Auto,18583,85,1,63888
Nissan,Sports Car,2010,3137,27870,84000,33981,39463,3799,1745,2009,Auto,108540,357,4,240000
Nissan,Sports Car,2008,2585,33470,10000,25088,34991,3799,1750,2008,Auto,86977,353,4,240000
Bmw,Luxury Sedan,2019,2941,17060,15000,67942,39400,1998,1540,2019,Auto,43149,135,1,163800
Volkswagen,Suv,2013,332,14440,123950,29999,64209,1390,1550,2013,Auto,28658,110,3,43800
Ford,Sports Car,2017,2203,25310,40000,72497,53001,2261,1692,2016,Auto,44279,233,2,179800
Volkswagen,Mpv,2020,3469,13560,2000,60953,41503,1395,1478,2020,Auto,32531,110,1,147800
Chevrolet,Mpv,2017,2104,9670,95000,42722,53300,1362,1650,2017,Auto,15919,103,1,63800
Mitsubishi,Mid-Sized Sedan,2008,932,8510,147714,7063,13786,1499,1313,2008,Auto,18835,80,4,21800
Mercedes-Benz,Luxury Sedan,2014,1266,28540,79000,124841,72990,2996,1935,2014,Auto,100551,245,1,175800
Mercedes-Benz,Luxury Sedan,2011,3640,7890,156000,44090,44138,1597,1500,2011,Auto,31019,115,1,78800
Mercedes-Benz,Hatchback,2015,1433,17890,52000,51897,77600,1991,1465,2015,Auto,32719,155,3,86888
Toyota,Mid-Sized Sedan,2016,1775,10210,67213,35654,47300,1598,1205,2016,Auto,17982,90,1,58800
Honda,Mid-Sized Sedan,2009,993,8370,99000,7035,12864,1497,1110,2008,Manual,18460,88,4,22888
Bmw,Hatchback,2017,2384,21990,36000,71960,57390,2998,1470,2017,Auto,38488,250,2,166800
Kia,Mid-Sized Sedan,2019,3092,8460,12000,31976,27000,1591,1287,2019,Auto,12089,93,1,77800
Toyota,Mpv,2009,2850,7070,158000,25826,33018,1797,1340,2009,Auto,21215,106,4,55300
Mercedes-Benz,Luxury Sedan,2016,1827,15210,125000,51499,47000,1595,1425,2016,Auto,35914,115,1,94800
Nissan,Suv,2016,1674,10020,138500,34396,54301,1197,1285,2015,Auto,18454,85,1,52800
Mercedes-Benz,Luxury Sedan,2019,2802,15620,46000,57086,33989,1595,1490,2018,Auto,35170,115,1,140800
Kia,Mid-Sized Sedan,2019,2855,8700,52680,28947,26309,1591,1287,2018,Auto,11090,93,1,73800
Volkswagen,Sports Car,2011,3399,6970,122000,30897,33140,1390,1285,2010,Auto,25559,118,5,65000
Toyota,Mid-Sized Sedan,2016,1775,10210,69700,35654,47300,1598,1205,2016,Auto,17982,90,1,58800
Skoda,Mid-Sized Sedan,2018,2728,14070,30000,45420,31302,1984,1577,2018,Auto,26650,180,1,120000
Nissan,Luxury Sedan,2016,1909,10550,66600,49854,56956,1997,1470,2016,Auto,25057,100,1,68800
Mercedes-Benz,Luxury Sedan,2018,2466,18350,59000,86728,42661,1991,1615,2017,Auto,58405,155,3,162800
Hyundai,Mid-Sized Sedan,2014,1178,10540,84986,30005,65710,1591,1292,2014,Auto,13479,97,2,40800
Nissan,Suv,2017,2178,10120,17000,37991,46489,1197,1285,2017,Auto,18583,85,1,67300
Volkswagen,Mpv,2015,1389,13900,66500,59595,71889,1984,1790,2014,Auto,41054,147,1,77800
Honda,Sports Car,2008,2730,11850,229000,23643,31553,1998,1270,2008,Manual,27180,165,6,88800
Toyota,Mid-Sized Sedan,2019,2860,9490,29400,37609,26309,1598,1230,2019,Auto,21858,96,1,85800
Toyota,Suv,2020,3137,13850,18500,58303,37109,1998,1695,2019,Auto,30808,170,1,136800
Subaru,Suv,2018,2561,10570,27000,32119,31000,1995,1591,2018,Auto,13462,110,1,81800
Toyota,Mid-Sized Sedan,2009,2850,6240,125000,19965,25525,1497,1095,2009,Auto,12468,80,5,48800
Kia,Mid-Sized Sedan,2019,2765,8560,43000,31982,28457,1591,1287,2018,Auto,13838,93,1,71888
Toyota,Mid-Sized Sedan,2009,1234,8110,157891,10362,15287,1598,1195,2009,Auto,17853,80,4,27500
Toyota,Mid-Sized Sedan,2016,1716,9860,94000,35721,46651,1598,1205,2015,Auto,19589,90,1,56300
Suzuki,Hatchback,2008,752,7700,159000,7963,18583,1586,1100,2008,Auto,13479,92,3,16500
Audi,Luxury Sedan,2020,3181,11600,11630,43521,33301,999,1280,2019,Auto,22083,85,1,112800
Honda,Suv,2017,2035,9960,80199,37220,50101,1496,1190,2016,Auto,21650,96,1,61800
Mercedes-Benz,Luxury Sedan,2020,3444,15110,5000,65223,38504,1332,1410,2020,Auto,33180,96,1,162000
Bmw,Suv,2019,3092,19970,15000,72919,42020,1998,1660,2019,Auto,43394,135,1,195800
Nissan,Suv,2017,2155,9800,100000,40737,51600,1197,1285,2017,Auto,18583,85,1,64800
Volkswagen,Sports Car,2016,1848,11470,87106,41736,53694,1390,1245,2016,Auto,19381,90,1,67800
Bentley,Sports Car,2015,1490,63190,22000,241898,60789,3993,2295,2015,Auto,187433,388,2,418000
Audi,Luxury Sedan,2018,2623,16570,46000,58587,34381,1984,1535,2018,Auto,37954,140,1,141800
Mercedes-Benz,Luxury Sedan,2017,2260,16090,43000,63965,49802,1595,1425,2017,Auto,37239,115,1,121800
Toyota,Suv,2018,2756,13380,44000,50506,32000,1998,1695,2018,Auto,30806,170,3,118777
Toyota,Mid-Sized Sedan,2009,940,6960,137000,6730,13024,1497,1095,2008,Auto,11434,80,4,17988
Mitsubishi,Suv,2018,2637,11610,54118,39609,34381,1998,1480,2018,Auto,19655,110,1,93800
Mercedes-Benz,Luxury Sedan,2016,1827,15690,66000,44607,46502,1595,1430,2016,Auto,29588,115,1,92800
Honda,Stationwagon,2016,1838,10210,49988,33576,53694,1496,1130,2016,Auto,18697,97,1,55800
Lexus,Luxury Sedan,2021,3527,17010,4000,75669,49500,2487,1620,2020,Auto,40319,152,1,188888
Subaru,Suv,2016,1814,12460,71218,35283,49156,1995,1566,2016,Auto,15408,110,1,69800
Mclaren,Sports Car,2019,2855,78610,5000,273967,41000,3799,1356,2019,Auto,195635,441,1,778000
Honda,Hatchback,2008,897,8030,130000,7316,14835,1339,1010,2008,Auto,13279,73,2,19800
Mercedes-Benz,Hatchback,2015,1579,12480,111000,40627,55889,1595,1425,2015,Auto,26023,90,2,65800
Audi,Suv,2016,1993,14900,58000,52222,53001,1395,1480,2016,Auto,27832,110,2,96988
Honda,Stationwagon,2020,3438,13630,8977,43655,35990,1496,1130,2019,Auto,22101,95,1,135000
Volkswagen,Mid-Sized Sedan,2016,1848,9370,93300,40488,55200,1390,1417,2015,Auto,16700,90,1,55800
Bmw,Hatchback,2020,3379,11820,13000,61181,37766,1499,1380,2020,Auto,30645,80,1,126988
Mercedes-Benz,Sports Car,2020,3414,24700,5452,108218,40690,1991,1635,2020,Auto,67492,310,1,278000
Nissan,Suv,2015,1655,9920,79000,36325,59200,1197,1285,2015,Auto,18454,85,2,51800
Honda,Suv,2021,3629,8610,168,49359,41801,1496,1190,2020,Auto,23790,96,1,90888
Mercedes-Benz,Luxury Sedan,2017,2376,30910,55000,138625,57390,2996,1940,2017,Auto,90521,200,1,268988
Mitsubishi,Suv,2018,2650,11570,28000,41092,32429,1998,1480,2018,Auto,22392,110,1,95800
Honda,Suv,2016,1753,10030,49000,27961,45002,1496,1190,2015,Auto,18997,96,1,52800
Mitsubishi,Suv,2019,2830,10920,23000,44812,34509,1499,1490,2018,Auto,22865,120,1,96800
Honda,Mid-Sized Sedan,2018,2583,12490,34800,45809,33900,1498,1324,2018,Auto,26476,127,2,102988
Honda,Mid-Sized Sedan,2009,3121,6950,155000,33669,39313,1799,1219,2009,Auto,26585,103,3,59500
Mazda,Mid-Sized Sedan,2016,1950,8920,100000,35999,50000,1496,1321,2016,Auto,17327,88,3,53900
Honda,Mid-Sized Sedan,2008,927,8950,146000,7025,13786,1595,1220,2008,Auto,20407,92,4,22800
Volkswagen,Suv,2009,2850,7010,155000,25826,33018,1984,1667,2009,Auto,25519,125,6,54800
Bmw,Luxury Sedan,2013,814,17340,85500,49785,83001,1997,1615,2013,Auto,46840,135,4,65000
Mazda,Hatchback,2014,1224,10060,120000,26261,62000,1496,1343,2014,Auto,18336,88,3,38000
Audi,Sports Car,2011,3215,28340,85000,31244,35416,5204,1625,2010,Auto,195527,386,6,250000
Honda,Suv,2016,1730,10510,108000,27517,43000,1496,1190,2015,Auto,20078,96,1,55000
Bmw,Sports Car,2010,3396,8350,140000,32542,34935,1995,1390,2010,Auto,35905,115,4,77800
Honda,Hatchback,2016,1808,10750,59000,27013,47020,658,930,2016,Auto,15225,47,2,56000
Toyota,Mpv,2018,2728,10020,28112,39960,33798,1496,1350,2018,Auto,19537,79,1,84800
Honda,Hatchback,2010,3450,6010,111000,34526,36475,1339,1090,2009,Auto,19669,73,3,56888
Honda,Hatchback,2015,1477,9680,90000,30954,58700,1498,1046,2015,Auto,14574,96,2,44800
Bmw,Suv,2017,2200,14660,42000,54128,49802,1499,1430,2017,Auto,31845,100,1,105388
Toyota,Mpv,2017,2219,16070,75000,60456,47501,2493,1940,2017,Auto,35776,134,1,118800
Mercedes-Benz,Luxury Sedan,2016,1888,15740,92000,53381,49602,1595,1425,2016,Auto,35663,115,1,99988
Audi,Suv,2017,2295,18360,24000,71986,49000,1984,1795,2017,Auto,44891,185,1,142999
Porsche,Suv,2017,2180,31310,57000,111681,55414,2997,1940,2017,Auto,73710,250,1,239800
Honda,Mid-Sized Sedan,2006,1740,8160,257200,24336,50932,1799,1190,2006,Manual,20890,103,1,39000
Nissan,Suv,2017,2385,10420,64258,42026,46791,1197,1325,2017,Auto,20143,85,2,75800
Honda,Hatchback,2019,2932,8700,12000,26331,26667,1317,1030,2018,Auto,16234,73,1,73800
Volkswagen,Sports Car,2011,1784,9340,95000,20725,21142,1390,1285,2011,Auto,25187,118,2,45800
Honda,Suv,2016,2026,8730,68479,36333,50951,1496,1190,2016,Auto,20472,96,1,53888
Honda,Mpv,2016,1767,12530,55000,43878,44001,2356,1810,2015,Auto,31375,140,1,78800
Honda,Stationwagon,2009,2995,6430,108970,24089,29328,1496,1160,2008,Auto,22345,81,1,52800
Mercedes-Benz,Luxury Sedan,2015,1404,16470,19900,37225,62002,1595,1430,2015,Auto,27462,90,1,73800
Renault,Mid-Sized Sedan,2018,2576,9420,68440,39084,34110,1197,1315,2018,Auto,19990,97,1,76500
Hyundai,Hatchback,2020,3207,9070,11000,40852,31210,1353,1240,2019,Auto,17850,95,1,88700
Nissan,Suv,2017,2391,11670,113339,50713,47002,1997,1626,2017,Auto,24640,106,1,89800
Kia,Suv,2020,3306,9100,10000,36769,32699,998,1185,2019,Auto,19153,88,1,87800
Hyundai,Mid-Sized Sedan,2017,2211,8690,53000,35951,42801,1591,1345,2017,Auto,12881,93,1,59800
Bmw,Suv,2014,947,18980,57000,47439,78700,1997,1705,2013,Auto,37778,135,1,71888
Mini,Sports Car,2020,3465,17950,6500,68936,39500,1998,1255,2020,Auto,41724,170,1,195900
Mazda,Hatchback,2018,2513,9670,37339,40172,38510,1496,1329,2018,Auto,18126,88,1,75800
Audi,Luxury Sedan,2018,2482,13850,43800,55670,39001,1984,1480,2018,Auto,33425,140,1,113800
Honda,Mpv,2015,1474,10020,69000,40468,66000,1497,1160,2015,Auto,18935,88,1,50800
Honda,Hatchback,2018,2489,9140,27064,39971,40000,1498,1088,2018,Auto,16853,96,1,70888
Bmw,Sports Car,2013,933,34970,90000,121844,87001,4395,1850,2012,Auto,107921,412,3,172800
Suzuki,Suv,2017,2155,8930,74462,46947,51600,1586,1190,2015,Auto,21330,86,1,63800
Toyota,Suv,2017,2355,13440,46979,60855,57000,1986,1580,2016,Auto,28601,111,1,102888
Honda,Hatchback,2008,2708,6310,144000,22053,29670,1339,1070,2008,Auto,14338,73,4,46900
Bmw,Luxury Sedan,2018,2637,26060,41000,113378,32311,2998,1735,2017,Auto,82252,250,1,248500
Kia,Mid-Sized Sedan,2015,1327,9640,128000,32344,65001,1591,1295,2014,Auto,18266,95,1,41800
Hyundai,Mid-Sized Sedan,2017,2330,8670,40000,36155,41617,1591,1345,2017,Auto,12739,93,1,61800
Lexus,Suv,2016,1719,19640,86000,64673,45009,1998,1890,2015,Auto,50003,175,1,123800
Mazda,Luxury Sedan,2017,2184,10420,50490,48062,54556,1998,1472,2016,Auto,20425,121,1,72800
Bmw,Suv,2016,1936,15190,45902,52174,55501,1499,1430,2016,Auto,30895,100,2,95800
Hyundai,Mid-Sized Sedan,2020,3307,7560,32000,36826,32699,1368,1115,2019,Auto,9218,73,1,73800
Volkswagen,Suv,2018,2749,13060,51700,53738,31001,1395,1498,2018,Auto,34616,110,1,118800
Mercedes-Benz,Luxury Sedan,2018,2418,15630,39000,64303,47002,1595,1425,2017,Auto,37239,115,1,125800
Bmw,Luxury Sedan,2011,3490,9920,108000,38985,40714,2979,1775,2011,Auto,55697,225,5,95000
Citroen,Suv,2019,2941,9210,21000,37997,30009,1199,1203,2018,Auto,18401,81,1,83500
Hyundai,Mid-Sized Sedan,2016,1895,9100,37900,37018,52503,1591,1345,2016,Auto,12975,93,1,53800
Honda,Mid-Sized Sedan,2018,2538,10040,49312,41810,38830,1597,1249,2018,Auto,19662,92,1,79800
Mazda,Mid-Sized Sedan,2016,1936,9530,43000,37354,50000,1496,1321,2016,Auto,19390,88,2,57800
Honda,Suv,2008,217,10280,205187,8392,26136,1799,1410,2007,Auto,18990,103,4,16500
Bmw,Suv,2019,2941,13740,22700,60148,39400,1499,1430,2019,Auto,35726,103,1,131800
Bmw,Hatchback,2020,3379,12980,4766,61681,35001,1499,1320,2019,Auto,33562,103,1,139800
Hyundai,Mid-Sized Sedan,2019,2855,8630,39041,31474,26301,1591,1345,2019,Auto,14488,93,1,74888
Bmw,Suv,2015,1654,22080,60000,85817,62019,2979,2030,2014,Auto,61676,225,2,141800
Mazda,Mid-Sized Sedan,2017,2079,9070,53686,34882,48000,1496,1310,2017,Auto,14951,88,1,56800
Volkswagen,Suv,2016,1719,12600,43000,43582,46970,1390,1551,2015,Auto,27534,118,2,74800
Toyota,Mpv,2016,1781,21210,56000,59298,49602,3456,2090,2015,Auto,41456,206,3,128800
Volkswagen,Sports Car,2010,3368,6820,152000,29729,32190,1390,1360,2010,Auto,25241,118,6,63000
Bmw,Sports Car,2020,3453,21030,9749,80987,40301,1998,1570,2020,Auto,51724,225,1,231800
Mercedes-Benz,Hatchback,2014,1270,12620,85498,34750,67889,1595,1425,2014,Auto,25004,90,2,52555
Hyundai,Mid-Sized Sedan,2015,1561,8460,65000,27765,40089,1591,1292,2015,Auto,15124,97,2,43800
Bmw,Suv,2015,1623,15340,88487,53007,61103,1998,1485,2015,Auto,32010,141,1,86800
Honda,Suv,2017,2177,10160,61927,41124,51106,1496,1190,2016,Auto,22926,96,1,67800
Nissan,Suv,2016,1836,11740,69000,42440,49156,1997,1626,2016,Auto,22572,106,2,70900
Mercedes-Benz,Sports Car,2011,3399,10190,130000,32571,34935,1796,1575,2010,Auto,60254,150,2,95000
Honda,Suv,2017,2170,10020,66755,39583,51106,1496,1190,2016,Auto,21551,96,1,65800
Mitsubishi,Mid-Sized Sedan,2009,2987,6960,146600,24025,29328,1499,1313,2009,Auto,18142,80,3,57000
Mazda,Luxury Sedan,2015,1601,11440,58000,38921,58190,1998,1454,2015,Auto,19071,121,1,59800
Volkswagen,Hatchback,2017,2383,9260,51110,34079,42339,999,1257,2017,Auto,18520,81,1,64800
Honda,Suv,2016,1931,9740,45000,33134,44958,1496,1190,2016,Auto,21726,96,2,57800
Bmw,Luxury Sedan,2016,1816,13720,62000,44644,49156,1499,1425,2016,Auto,29816,100,2,82800
Mazda,Mid-Sized Sedan,2018,2544,8340,31000,29599,37000,1496,1102,2018,Auto,13797,85,2,60800
Honda,Mpv,2007,89,9470,215000,6277,25178,1799,1350,2007,Auto,16461,103,4,11800
Hyundai,Mid-Sized Sedan,2019,2923,7140,22000,22850,11589,1591,1345,2019,Auto,17957,93,1,66800
Mercedes-Benz,Luxury Sedan,2014,1111,16590,116000,53326,67304,1991,1655,2014,Auto,45353,135,2,75800
Bmw,Mpv,2018,2482,12280,58339,50071,38000,1499,1480,2017,Auto,28742,75,1,99800
Audi,Hatchback,2017,2326,12700,38400,38280,41761,999,1275,2017,Auto,23936,85,1,88800
Lexus,Suv,2017,2392,20310,57576,90158,53711,1998,2070,2017,Auto,56222,175,2,169900
Toyota,Suv,2017,2209,13880,45000,59537,49802,1998,1695,2017,Auto,33308,170,1,104500
Mazda,Mid-Sized Sedan,2017,2136,9320,60000,41231,52000,1496,1331,2016,Auto,19306,88,1,61800
Lexus,Luxury Sedan,2017,2151,16280,30000,69070,54406,2494,1615,2016,Auto,40888,135,2,120800
Mini,Sports Car,2012,96,17560,134400,24602,68000,1598,1335,2012,Auto,29047,135,2,36800
Hyundai,Suv,2018,2756,11390,36500,41164,31001,1591,1594,2018,Auto,22584,130,1,98000
Mini,Hatchback,2016,1931,12840,48000,35906,51506,1198,1175,2016,Auto,21062,75,2,73800
Mercedes-Benz,Sports Car,2011,3520,10240,134000,41233,42683,1796,1695,2010,Auto,61615,150,5,98888
Honda,Mid-Sized Sedan,2018,2476,11770,48000,48035,38801,1498,1324,2017,Auto,26392,127,1,94500
Nissan,Suv,2016,1801,10480,123105,38477,49602,1997,1379,2016,Auto,19906,106,1,61800
Volkswagen,Sports Car,2007,2214,8370,215000,32823,54088,1984,1391,2007,Auto,31348,147,4,50800
Honda,Suv,2019,2913,9530,34209,40879,36704,1496,1190,2019,Auto,23834,96,1,83888
Infiniti,Luxury Sedan,2014,1125,13500,100000,46631,65001,1991,1644,2014,Auto,34334,155,2,62800
Audi,Luxury Sedan,2015,1478,12570,83000,48414,75000,1798,1545,2015,Auto,31248,125,1,63800
Bmw,Suv,2017,2086,19970,82412,67029,50621,1997,1735,2016,Auto,41920,135,1,139800
Skoda,Suv,2021,3523,15070,2000,65250,49500,1395,1706,2020,Auto,30382,110,1,162988
Mercedes-Benz,Suv,2016,1970,20770,88000,70272,56410,1991,1735,2016,Auto,43600,155,1,138800
Audi,Sports Car,2018,2585,22030,33339,64050,31000,1984,1540,2017,Auto,45546,213,2,185800
Mercedes-Benz,Luxury Sedan,2013,885,17890,82000,32078,76223,1595,1430,2013,Auto,28969,115,2,54800
Volkswagen,Hatchback,2016,1903,11210,50256,35758,53334,1395,1249,2015,Auto,20402,92,1,63800
Toyota,Mid-Sized Sedan,2019,2941,9490,32249,35860,26999,1598,1230,2019,Auto,18787,96,1,85888
Toyota,Suv,2019,2774,13420,23771,49921,31809,1998,1695,2018,Auto,30806,170,1,119800
Chevrolet,Mid-Sized Sedan,2016,2020,7550,58000,39976,53334,1598,1413,2016,Auto,13868,86,1,48800
Subaru,Suv,2017,2209,11040,75339,49977,52000,2498,1684,2016,Auto,22954,129,1,79800
Audi,Luxury Sedan,2016,1996,14290,55000,49311,53001,1395,1450,2016,Auto,32161,110,1,91800
Audi,Suv,2014,1114,14410,109200,45769,65700,1984,1630,2013,Auto,33955,125,2,63800
Bmw,Suv,2015,1602,15830,130000,54638,61300,1997,1680,2015,Auto,34575,135,2,89800
Kia,Mid-Sized Sedan,2018,2745,9000,55000,31891,28457,1591,1287,2018,Auto,13935,93,1,74800
Honda,Hatchback,2009,993,7860,163000,7035,12864,1339,1060,2008,Auto,19038,73,2,21500
Hyundai,Stationwagon,2009,3047,5960,125000,25557,30574,1591,1360,2009,Auto,14667,89,2,49800
Citroen,Suv,2020,3133,11960,2800,50042,36000,1598,1430,2019,Auto,23887,133,1,115555
Porsche,Sports Car,2007,2361,18520,85000,32506,50168,2687,1360,2007,Auto,70785,180,6,120000
Infiniti,Hatchback,2018,2699,11300,55000,49177,31801,1595,1390,2018,Auto,30153,115,1,100800
Honda,Hatchback,2019,2878,8480,25727,25285,26659,1317,1030,2019,Auto,15628,73,1,69800
Lamborghini,Sports Car,2013,207,253970,13900,263247,88002,6498,1690,2012,Auto,453424,515,4,626800
Mercedes-Benz,Sports Car,2010,2790,9530,95500,24003,31335,1796,1575,2009,Auto,57392,150,4,73000
Mercedes-Benz,Sports Car,2019,2902,18280,26000,72058,43102,1595,1550,2019,Auto,41636,115,2,170800
Suzuki,Hatchback,2008,898,6810,140000,7324,14835,1242,1000,2008,Auto,9483,66,1,16800
Mercedes-Benz,Luxury Sedan,2016,1817,29230,68000,119248,51010,2996,1940,2015,Auto,89988,200,1,212880
Honda,Stationwagon,2018,2570,9660,34000,31096,34110,1496,1190,2017,Auto,19414,97,1,72800
Bmw,Suv,2019,2937,13370,45000,60164,39400,1499,1430,2019,Auto,35726,103,1,129800
Honda,Hatchback,2019,3057,8440,33000,31595,32309,1317,1030,2019,Auto,16000,73,1,73800
Hyundai,Mid-Sized Sedan,2018,2578,8050,53000,29716,32699,1368,1115,2018,Auto,8445,73,1,61800
Bmw,Luxury Sedan,2010,3399,8150,149006,32571,34935,2497,1725,2010,Auto,39547,150,3,76000
Toyota,Mid-Sized Sedan,2019,2943,8570,17000,32187,26667,1496,1085,2019,Auto,13936,79,1,76800
Porsche,Suv,2019,3058,44010,8400,183962,48010,2894,2020,2019,Auto,121990,324,1,465000
Chevrolet,Mid-Sized Sedan,2010,1054,7510,65000,7595,13088,1598,1388,2009,Auto,12474,80,3,21800
Audi,Luxury Sedan,2017,2119,13040,83000,49616,51000,1395,1450,2017,Auto,32087,110,2,89300
Audi,Sports Car,2013,754,21590,49000,57951,76802,1984,1315,2011,Auto,54027,155,3,81000
Toyota,Luxury Sedan,2009,3065,7110,149000,31533,37502,2499,1500,2009,Auto,30351,158,4,59800
Mercedes-Benz,Luxury Sedan,2019,3113,13320,25000,53241,36000,1332,1385,2019,Auto,27131,120,1,128800
Bmw,Suv,2014,1083,14070,122000,39734,65501,1997,1510,2013,Auto,33364,135,2,58800
Subaru,Suv,2015,1561,12080,63700,36466,62101,1995,1566,2015,Auto,14080,110,1,58800
Toyota,Mpv,2018,2573,8850,39000,39612,37922,1496,1325,2018,Auto,17145,79,1,71000
Toyota,Mpv,2017,2217,12850,38400,53994,52000,1986,1570,2017,Auto,27056,112,1,93000
Proton,Mpv,2009,2944,6170,128000,24084,29839,1597,1422,2009,Auto,14110,93,3,49800
Toyota,Mpv,2009,1161,8720,139000,12725,19968,1797,1340,2009,Auto,21663,106,4,27800
Mercedes-Benz,Luxury Sedan,2016,2000,15070,107200,59597,56410,1595,1425,2016,Auto,36548,115,1,101800
Mercedes-Benz,Sports Car,2020,3300,24560,6000,108919,35889,1991,1635,2020,Auto,71968,310,1,275000
Toyota,Mid-Sized Sedan,2019,2942,9280,22500,35818,26667,1598,1230,2019,Auto,18787,96,2,84988
Toyota,Suv,2017,2202,14460,71500,59442,49802,1998,1695,2017,Auto,33308,170,1,107800
Mercedes-Benz,Sports Car,2011,3459,12940,120000,37975,40014,1796,1470,2011,Auto,54305,135,2,122800
Volkswagen,Sports Car,2012,19,16150,98000,26326,62600,1390,1503,2012,Auto,34956,118,2,35800
Toyota,Mpv,2015,1374,15150,76000,48323,70890,2362,1720,2014,Auto,29406,125,1,73800
Mercedes-Benz,Suv,2019,2783,13340,27000,43358,25556,1595,1435,2018,Auto,28410,90,1,117800
Hyundai,Mid-Sized Sedan,2018,2651,8710,56000,30158,30209,1591,1345,2018,Auto,10912,93,1,68800
Mini,Hatchback,2016,2010,13550,31600,38120,52668,1198,1175,2016,Auto,21484,75,1,80800
Toyota,Mpv,2009,1255,8930,145302,13497,19565,1987,1380,2009,Auto,22003,106,3,30800
Mercedes-Benz,Luxury Sedan,2018,2513,15610,55000,58643,37010,1595,1425,2017,Auto,37239,115,2,129800
Mercedes-Benz,Suv,2018,2405,13560,55000,54814,46791,1595,1435,2017,Auto,28494,90,1,105500
Hyundai,Mid-Sized Sedan,2018,2581,9230,22000,31368,28692,1591,1345,2018,Auto,14437,93,1,73300
Toyota,Mid-Sized Sedan,2009,1117,8200,113000,9597,15256,1497,1095,2009,Auto,12717,80,3,25800
Mitsubishi,Suv,2019,2878,11580,27275,48877,39401,1998,1480,2018,Auto,22614,110,1,103333
Mclaren,Sports Car,2018,2457,87880,22800,366221,44000,3994,1419,2017,Auto,265539,530,2,818000
